,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,distance
7514,32.0,4.0,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,6.210145663273269
7515,25.0,4.6,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,16.72253446731714
7516,23.0,4.9,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,2242.40035709683
7517,24.0,5.0,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,17.076787116439924
7518,28.0,4.7,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Urban,4.590771504712351
7519,32.0,4.8,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,3.105110395480351
7520,33.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,3.0527307108013804
7521,39.0,4.8,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,4.469606138994845
7522,26.0,4.7,Cloudy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,7.54640142152957
7523,36.0,4.7,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,16.852241972626576
7524,34.0,3.5,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,13.98953296776353
7525,25.0,4.9,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,14.152800689506924
7526,37.0,4.7,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,7.761284984497349
7527,36.0,4.9,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,4.65798777420061
7528,27.0,4.9,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,10.88093543823611
7529,21.0,4.8,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,1.4898452310399435
7530,34.0,4.9,Stormy,Low,1,Meal,scooter,0.0,No,,1.5137076478987586
7531,34.0,4.6,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,6.0362441968842395
7532,32.0,4.9,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,7.772039544729619
7533,,,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,2911.403184798218
7534,,,Sunny,Low,1,Snack,scooter,0.0,No,Urban,3.0605577738082954
7535,22.0,4.8,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,19.65882871745623
7536,24.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,4.5442645092455916
7537,32.0,4.8,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,16.385802266844152
7538,30.0,4.9,Cloudy,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,17.09752652780791
7539,36.0,5.0,Sandstorms,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,4.590648123922535
7540,29.0,4.5,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,10.711191521352108
7541,30.0,4.6,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,10.906412696635394
7542,31.0,4.9,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,12.233151216261005
7543,35.0,4.9,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,3.1048037112960913
7544,35.0,4.5,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,4.406256770094791
7545,37.0,4.7,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,3.0295617221127684
7546,33.0,4.7,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,7.862668167467362
7547,,,,,3,Snack,electric_scooter,1.0,No,Metropolitian,5.992260265756255
7548,35.0,4.4,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,10.757204708475808
7549,30.0,4.7,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,3.025118639776791
7550,24.0,4.9,Sandstorms,High,0,Meal,motorcycle,0.0,No,Urban,3.116172922575739
7551,,,Cloudy,Medium,1,Meal,scooter,0.0,No,Urban,7.862668167467362
7552,32.0,4.9,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,7.790426272020499
7553,37.0,4.6,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,4.494279922139348
7554,37.0,4.5,Sunny,Jam,1,Snack,scooter,1.0,No,Urban,4.560760431065813
7555,29.0,4.6,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,4.469606138994845
7556,21.0,4.0,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,1.5545437308249503
7557,26.0,4.7,Sunny,Jam,0,Meal,motorcycle,0.0,No,Urban,16.824772113232584
7558,38.0,4.9,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,6.05476745672813
7559,25.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,7.448626618657506
7560,34.0,5.0,Sunny,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,16.47598057070582
7561,35.0,4.9,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,1.5305886459133555
7562,29.0,4.9,Cloudy,Medium,2,Drinks,scooter,0.0,No,Urban,9.34812842317956
7563,20.0,4.9,Sunny,Jam,2,Meal,scooter,0.0,No,Urban,9.36358261205497
7564,22.0,4.5,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,8.988268826372261
7565,20.0,4.8,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,9.087720327776985
7566,30.0,4.9,Fog,Low,0,Buffet,motorcycle,0.0,No,Urban,16.902495928528857
7567,24.0,4.6,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,9.36299433322536
7568,25.0,4.0,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,12.233151216261005
7569,35.0,4.1,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,10.724145470836651
7570,26.0,4.7,Windy,Jam,2,Snack,electric_scooter,1.0,No,Urban,10.427367605968819
7571,35.0,4.5,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Urban,7.448644516083067
7572,24.0,5.0,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,4.544208221502186
7573,29.0,4.9,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,10.564987742311144
7574,22.0,4.8,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,20.206316416484
7575,39.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,9.348134176659332
7576,37.0,4.6,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,19.65882871745623
7577,26.0,4.5,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,12.484945383819534
7578,25.0,4.5,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,3.025344769166625
7579,30.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Urban,1.512574690454355
7580,21.0,4.6,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,9.176325854353905
7581,31.0,4.5,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,4.560738018323442
7582,29.0,4.8,Windy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,16.84990409547342
7583,33.0,4.6,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,13.631271209126313
7584,29.0,5.0,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,16.853524905826234
7585,27.0,4.6,Stormy,Low,2,Meal,scooter,0.0,No,Urban,12.116946920624557
7586,36.0,5.0,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,13.406506203246499
7587,38.0,4.3,Windy,High,1,Snack,motorcycle,1.0,No,Metropolitian,6.105461806447883
7588,,,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Urban,7.56210871760529
7589,36.0,4.7,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,1.5525820789286526
7590,34.0,4.2,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,16.597659420316152
7591,36.0,4.8,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,12.257619700981534
7592,21.0,5.0,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,13.40703366833951
7593,32.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,9.31574510599364
7594,26.0,4.8,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Urban,7.448298968655523
7595,29.0,4.4,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,10.868838189917042
7596,,,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,17732.462826885487
7597,35.0,4.6,Sunny,High,1,Drinks,scooter,1.0,No,Metropolitian,6.14716055847898
7598,37.0,4.7,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,17.165758142587716
7599,39.0,4.7,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,11.904942935946266
7600,35.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,16.60809480408425
7601,37.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,4.589038750634467
7602,29.0,4.9,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,6.209199248009474
7603,35.0,4.9,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,10.641042055276348
7604,25.0,4.9,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Urban,20.285370057705876
7605,21.0,4.8,Stormy,Jam,1,Snack,scooter,0.0,No,,13.681056958969442
7606,26.0,4.6,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,9.327028546505357
7607,25.0,4.5,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,17.097524927178135
7608,21.0,4.5,Fog,Low,2,Meal,scooter,1.0,No,Urban,11.919755989130772
7609,36.0,4.8,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,19.97292994794411
7610,22.0,4.9,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,7.54909241756514
7611,29.0,4.0,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,10.881731319268983
7612,26.0,4.8,Sandstorms,Jam,2,Buffet,scooter,0.0,No,Metropolitian,10.906379592916469
7613,20.0,4.8,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,19.761711761323365
7614,38.0,4.2,Cloudy,High,2,Meal,electric_scooter,1.0,No,Metropolitian,3.0408160989721646
7615,37.0,4.7,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,7.65106445858606
7616,21.0,4.5,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,9.074342228950233
7617,23.0,5.0,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,7.762092915028554
7618,25.0,4.9,Sunny,Jam,0,Meal,motorcycle,1.0,No,,10.880951367074182
7619,34.0,4.2,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,3.121088298270482
7620,39.0,4.7,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,1.5523584768849845
7621,34.0,5.0,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,6.217851411965175
7622,31.0,3.8,Sandstorms,Jam,2,Drinks,scooter,2.0,Yes,Metropolitian,10.86728673493358
7623,29.0,4.5,Sunny,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,9.219708855854169
7624,30.0,5.0,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,3.0644047281382125
7625,34.0,4.7,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,10.562878909061034
7626,20.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,13.631440268137917
7627,20.0,4.8,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Urban,7.862668167467362
7628,28.0,4.9,Sunny,Medium,2,Drinks,scooter,1.0,No,Urban,13.970759660805674
7629,36.0,4.9,Stormy,High,1,Meal,motorcycle,0.0,No,Metropolitian,6.14674662991254
7630,31.0,4.6,Sunny,Jam,2,Snack,scooter,1.0,No,Urban,19.97591692313727
7631,24.0,4.8,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,13.765756924366846
7632,30.0,4.8,Windy,Medium,0,Drinks,motorcycle,1.0,No,Urban,7.5625014977038765
7633,36.0,4.8,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,12.256046315737429
7634,30.0,4.8,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,4.656557579114895
7635,39.0,4.5,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,8.942954308288511
7636,,,,,3,Meal,scooter,2.0,No,Metropolitian,11.916235156996139
7637,20.0,4.1,Fog,Jam,2,Drinks,motorcycle,1.0,No,Urban,10.906149360772611
7638,38.0,4.9,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,4.6816492597455515
7639,27.0,4.8,Stormy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,10.641572477092016
7640,,,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,13.766616908258875
7641,31.0,4.8,Stormy,Low,2,Drinks,scooter,1.0,No,,1.5725337265584898
7642,23.0,4.7,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,3.108983788292962
7643,35.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,4.406208260880325
7644,32.0,4.5,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,1.512714082847347
7645,25.0,4.2,Sunny,Jam,0,Drinks,motorcycle,2.0,Yes,Metropolitian,9.193469879457334
7646,35.0,4.8,Cloudy,Medium,1,Buffet,scooter,0.0,No,Urban,16.609246144983285
7647,28.0,4.8,Sunny,Low,2,Drinks,scooter,1.0,No,Urban,1.512473616896366
7648,29.0,5.0,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,3459.629354463765
7649,32.0,4.7,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,20.206804295783932
7650,37.0,4.9,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,3.104571867322666
7651,23.0,4.9,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,6.210141144572054
7652,20.0,4.7,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,1.4981248080602534
7653,,,,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,3.1450674354101187
7654,32.0,5.0,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,3.1214062503158333
7655,23.0,4.9,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Urban,7.683808717481504
7656,30.0,4.9,Sandstorms,High,1,Snack,scooter,1.0,No,Metropolitian,3.025079988073344
7657,23.0,4.8,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,7.5624912889171
7658,35.0,3.7,Sandstorms,Jam,1,Drinks,scooter,0.0,Yes,Metropolitian,12.074281945544971
7659,31.0,4.1,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,3.0595542483625007
7660,32.0,4.2,Windy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,19.91558571344517
7661,24.0,4.8,Cloudy,Low,2,Snack,electric_scooter,0.0,No,Urban,1.53674697674336
7662,23.0,4.6,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,1.532351133230747
7663,30.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,19.659373527445805
7664,32.0,4.1,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,9.327028546505357
7665,37.0,4.9,Sunny,High,1,Snack,scooter,1.0,No,Metropolitian,6.210618493070031
7666,37.0,4.4,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,11.007734763545226
7667,22.0,4.7,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,10.8674212648958
7668,28.0,4.7,Fog,Medium,1,Drinks,motorcycle,0.0,No,Urban,4.717601091654031
7669,30.0,4.6,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,19.68855300536724
7670,20.0,4.8,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,7.325050600217705
7671,27.0,4.6,Stormy,Jam,1,Meal,scooter,1.0,No,,4.6102856655685205
7672,50.0,6.0,,,3,Meal,bicycle,1.0,No,Metropolitian,1.5725337265584898
7673,28.0,4.5,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,4.540949824697001
7674,39.0,4.6,Sandstorms,Jam,2,Buffet,motorcycle,0.0,No,Urban,7.760928146741401
7675,35.0,4.4,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,12.074224380210877
7676,35.0,4.2,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,3.0646768629374077
7677,28.0,5.0,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,19.39581953434341
7678,34.0,4.8,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,13.829931792707404
7679,,,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,10.868240116554238
7680,39.0,4.3,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,7.761422437330777
7681,25.0,4.9,Stormy,Medium,2,Snack,scooter,0.0,No,Urban,12.464266687781873
7682,24.0,2.9,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,10.64149597215935
7683,20.0,4.7,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,20.207049940575796
7684,21.0,4.5,Sunny,Jam,2,Buffet,motorcycle,0.0,No,Urban,19.760743726314555
7685,25.0,5.0,Sandstorms,Jam,2,Buffet,scooter,0.0,No,Metropolitian,17.297865752893937
7686,27.0,4.3,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,13.989450297015923
7687,20.0,4.1,Fog,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,19.890503583969085
7688,32.0,4.0,Fog,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,17.166305939688602
7689,22.0,5.0,Cloudy,High,1,Buffet,scooter,0.0,No,Metropolitian,3.0188245702754792
7690,35.0,4.9,Sunny,High,1,Drinks,motorcycle,1.0,No,Metropolitian,1.5324173494998574
7691,34.0,4.4,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,12.1616054457833
7692,23.0,4.7,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,3.1450674354101187
7693,30.0,4.6,Windy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,6.058848944481087
7694,30.0,4.8,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,12.58026782216666
7695,22.0,4.6,Fog,High,1,Snack,scooter,0.0,No,Metropolitian,6.116387229214868
7696,31.0,3.4,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,13.786669693691394
7697,35.0,4.2,Stormy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,13.830084721902905
7698,39.0,4.9,Windy,Low,0,Drinks,motorcycle,0.0,No,,12.418009922151581
7699,30.0,4.2,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,1.5580874703572998
7700,29.0,4.3,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,1.5523012476370381
7701,25.0,4.9,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,6.051989448461392
7702,29.0,5.0,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,9.088005113399266
7703,23.0,4.6,Fog,Low,2,Buffet,electric_scooter,0.0,No,Urban,2.930340107638107
7704,31.0,4.3,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,3.0733915722127305
7705,29.0,4.5,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Urban,7.448560816528524
7706,27.0,4.9,Windy,High,0,Snack,motorcycle,1.0,No,Urban,6.081389116626873
7707,21.0,4.7,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,12.29412453019512
7708,22.0,4.8,Sandstorms,Medium,2,Snack,scooter,1.0,No,Urban,9.220865974717585
7709,26.0,4.8,Stormy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,19.36338532965972
7710,32.0,4.3,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,13.612393202875259
7711,37.0,4.7,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,14.021957090050957
7712,35.0,4.9,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,10.642288953545155
7713,20.0,4.7,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,3.116238496625547
7714,21.0,4.1,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,5.959266895870589
7715,36.0,4.2,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,9.32694086948928
7716,30.0,5.0,Fog,Medium,0,Snack,motorcycle,0.0,Yes,Metropolitian,12.099390766415885
7717,24.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,7.762547474520606
7718,21.0,4.9,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,11.007734763545226
7719,22.0,5.0,Windy,Low,2,Buffet,scooter,0.0,No,Metropolitian,3.1046059546198688
7720,37.0,4.9,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,9.177855596110662
7721,28.0,4.6,Fog,High,0,Buffet,motorcycle,0.0,No,Metropolitian,6.217851597513427
7722,34.0,4.4,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,6.232472211068167
7723,,,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,16.600966466253027
7724,35.0,5.0,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,7.772466272092122
7725,37.0,4.5,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,12.209940785558832
7726,36.0,4.9,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,7.683697910339948
7727,27.0,4.6,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,6.232321450702815
7728,24.0,4.9,Sunny,Low,2,Snack,scooter,0.0,No,Urban,1.5525629370980636
7729,38.0,4.8,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,16.851359915641797
7730,20.0,4.8,Sunny,Low,1,Snack,scooter,0.0,No,Metropolitian,16.38446703584503
7731,31.0,4.8,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,13.896557352494005
7732,36.0,4.9,Sunny,Low,0,Meal,motorcycle,0.0,No,Urban,3.0407893995679687
7733,37.0,4.6,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,7.76176872600772
7734,38.0,4.3,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,4.657528073871359
7735,34.0,5.0,Stormy,High,1,Snack,motorcycle,1.0,No,Urban,3.105091097288089
7736,30.0,4.9,Cloudy,Medium,1,Drinks,motorcycle,0.0,No,Urban,5.96026517145059
7737,36.0,4.8,Stormy,Low,2,Buffet,scooter,1.0,No,Urban,17.097997931282855
7738,,,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,12.257619700981534
7739,29.0,4.5,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,8.937783115325379
7740,27.0,4.5,Sandstorms,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,12.29288517763188
7741,21.0,4.7,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,16.36821593345031
7742,37.0,4.8,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,6.080891507792573
7743,,,,,3,Snack,electric_scooter,1.0,No,Urban,13.405883851835112
7744,20.0,4.6,Stormy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,9.178138374737125
7745,32.0,5.0,Sunny,Medium,0,Drinks,motorcycle,,No,Metropolitian,10.724879289285115
7746,24.0,5.0,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,16.903142341161267
7747,27.0,4.6,Sandstorms,Jam,2,Drinks,scooter,0.0,No,Metropolitian,19.916432533841498
7748,38.0,4.3,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,9.435201537103644
7749,34.0,4.2,Stormy,Jam,1,Snack,motorcycle,0.0,No,Urban,12.074377561824095
7750,21.0,4.6,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,3.1161489345841082
7751,39.0,4.7,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,14.152800689506924
7752,38.0,4.0,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,19.618630653005262
7753,,,,,3,Snack,bicycle,1.0,No,,2742.952445455335
7754,20.0,4.8,Stormy,Medium,1,Buffet,scooter,0.0,No,,12.484257380696716
7755,26.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,9.31503559372121
7756,31.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,1.489529379478611
7757,27.0,4.7,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,4.6581936074384656
7758,32.0,4.8,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,4.682081537887693
7759,38.0,4.9,Sunny,Low,1,Buffet,motorcycle,1.0,No,Urban,1.5581570006475574
7760,21.0,4.8,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,14.152800689506924
7761,35.0,4.8,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,5.96026517145059
7762,22.0,4.8,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,3.024980854855099
7763,20.0,4.7,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,3.0597099620857606
7764,35.0,4.5,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Urban,5.992096714647148
7765,35.0,4.8,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Urban,9.181151800929156
7766,37.0,3.6,Sunny,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,10.641604779239682
7767,38.0,4.7,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,1.498131857956787
7768,21.0,4.6,Stormy,Medium,1,Buffet,scooter,0.0,No,,16.902051800225596
7769,33.0,4.9,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,12.43523815182334
7770,20.0,4.9,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Urban,10.280572823299664
7771,34.0,4.7,Sandstorms,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,12.418462399395636
7772,30.0,4.8,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,6.117725989658631
7773,37.0,4.6,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,9.31611412794399
7774,23.0,4.8,Sunny,Low,0,Meal,motorcycle,,No,Metropolitian,7.862668167467362
7775,25.0,4.8,Fog,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,9.219691659204567
7776,,,,,3,Snack,electric_scooter,0.0,No,Metropolitian,1.5137650524747428
7777,29.0,4.6,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,13.970572124497565
7778,20.0,4.5,Sandstorms,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,12.09902345189064
7779,20.0,4.8,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,6.210045163086574
7780,33.0,4.8,Sandstorms,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,6.29013467758336
7781,36.0,4.3,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,16.63651695457865
7782,23.0,5.0,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,13.969760213011874
7783,20.0,4.8,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,10.570252907851863
7784,31.0,5.0,Stormy,High,1,Snack,scooter,1.0,No,Metropolitian,1.5725337265584898
